"timestamp","segment","speed_kmph","lon1","lat1","lon2","lat2","freeFlowSpeed","currentSpeed"
2025-05-02 00:10:00,"Segment_21",52.8,76.872548,43.239296,76.877139,43.242634,61.6295105139166,52.8
2025-05-02 00:10:00,"Segment_22",52.2,76.863864,43.227958,76.866902,43.232948,57.688071323745,52.2
2025-05-02 00:10:00,"Segment_23",56.4,76.829423,43.206364,76.832933,43.207803,64.3735454922728,56.4
2025-05-02 00:10:00,"Segment_24",53.6,76.904432,43.255446,76.906958,43.2567,65.7966111318395,53.6
2025-05-02 00:10:00,"Segment_25",49.1,76.925823,43.269728,76.930266,43.274612,61.4185974714765,49.1
2025-05-02 00:10:00,"Segment_26",47.8,76.964144,43.200804,76.967292,43.204531,54.4042833579145,47.8
2025-05-02 00:10:00,"Segment_27",52.2,76.948192,43.218678,76.950931,43.220124,64.2307016038801,52.2
2025-05-02 00:10:00,"Segment_28",56.6,77.010763,43.231761,77.012817,43.236264,73.4299077836331,56.6
2025-05-02 00:10:00,"Segment_29",46.5,76.85573,43.235041,76.860212,43.239692,52.3073578620097,46.5
2025-05-02 00:10:00,"Segment_30",50,76.94779,43.220891,76.949401,43.224327,56.2919590482488,50
2025-05-02 00:10:00,"Segment_31",59,76.927876,43.253376,76.930997,43.257491,65.4497562762816,59
2025-05-02 00:10:00,"Segment_32",58.3,76.884831,43.20004,76.889547,43.201118,73.6186204437912,58.3
2025-05-02 00:10:00,"Segment_33",43.5,76.986333,43.261511,76.987565,43.263741,48.4565444002859,43.5
2025-05-02 00:10:00,"Segment_34",53.6,77.00939,43.261461,77.012334,43.262804,63.8618862945586,53.6
2025-05-02 00:10:00,"Segment_35",60.5,76.97212,43.204845,76.973634,43.208908,77.8336727636401,60.5
2025-05-02 00:10:00,"Segment_36",55.6,76.929961,43.23327,76.934451,43.23533,67.4165765924007,55.6
2025-05-02 00:10:00,"Segment_37",44.8,76.86236,43.22962,76.86628,43.232777,55.3407806771994,44.8
2025-05-02 00:10:00,"Segment_38",60.5,76.882343,43.214081,76.885943,43.219062,73.9320523852715,60.5
2025-05-02 00:10:00,"Segment_39",52.3,76.923515,43.230667,76.925414,43.232151,61.6403795766365,52.3
2025-05-02 00:10:00,"Segment_40",51.6,76.937662,43.223666,76.939543,43.225586,65.318430319,51.6
2025-05-02 00:20:00,"Segment_1",62.7,76.825002,43.24476,76.826895,43.24686,77.7343572835531,62.7
2025-05-02 00:20:00,"Segment_2",61,76.95534,43.251553,76.956688,43.256122,67.3640246901661,61
2025-05-02 00:20:00,"Segment_3",47.7,76.825959,43.229535,76.82898,43.23141,56.8808576638252,47.7
2025-05-02 00:20:00,"Segment_4",54.3,76.859768,43.201858,76.862948,43.205458,68.0462616354832,54.3
2025-05-02 00:20:00,"Segment_5",60.7,76.937853,43.215431,76.938879,43.219669,67.5754160037311,60.7
2025-05-02 00:20:00,"Segment_6",54.8,76.959628,43.256407,76.96125,43.258768,68.0736059276387,54.8
2025-05-02 00:20:00,"Segment_7",52.9,76.887319,43.267005,76.888706,43.268376,66.745857156585,52.9
2025-05-02 00:20:00,"Segment_8",61.7,76.940745,43.259325,76.944664,43.263554,68.5792518365523,61.7
2025-05-02 00:20:00,"Segment_9",51.5,77.014623,43.237536,77.017831,43.24005,65.1785170297837,51.5
2025-05-02 00:20:00,"Segment_10",50,76.943704,43.258058,76.947013,43.262505,55.5951427365653,50
2025-05-02 00:20:00,"Segment_11",54.2,76.829165,43.24932,76.831323,43.251232,60.5939653391764,54.2
2025-05-02 00:20:00,"Segment_12",42.3,76.866558,43.205585,76.86867,43.206989,49.2691066065989,42.3
2025-05-02 00:20:00,"Segment_13",53.6,76.892966,43.244498,76.894804,43.246979,68.828105154261,53.6
2025-05-02 00:20:00,"Segment_14",57.3,77.007331,43.218688,77.010768,43.22228,71.3145544675877,57.3
2025-05-02 00:20:00,"Segment_15",53.6,76.965825,43.21198,76.968343,43.213634,63.7111974816397,53.6
2025-05-02 00:20:00,"Segment_16",60.1,76.948,43.269267,76.951738,43.272495,70.0635156513052,60.1
2025-05-02 00:20:00,"Segment_17",55.2,76.9752,43.259,76.976328,43.260916,63.1927187804505,55.2
2025-05-02 00:20:00,"Segment_18",56.3,76.873548,43.222082,76.87832,43.223926,64.2944125656877,56.3
2025-05-02 00:20:00,"Segment_19",57.1,76.882936,43.261346,76.885519,43.264968,74.2233633420989,57.1
2025-05-02 00:20:00,"Segment_20",46,76.91177,43.264018,76.913757,43.266078,51.1708395569585,46
2025-05-02 00:20:00,"Segment_21",54.1,76.872548,43.239296,76.877139,43.242634,64.1845502129663,54.1
2025-05-02 00:20:00,"Segment_22",54.2,76.863864,43.227958,76.866902,43.232948,60.5238770553842,54.2
2025-05-02 00:20:00,"Segment_23",51.5,76.829423,43.206364,76.832933,43.207803,57.1179007874802,51.5
2025-05-02 00:20:00,"Segment_24",50.9,76.904432,43.255446,76.906958,43.2567,59.2366578489449,50.9
2025-05-02 00:20:00,"Segment_25",49.3,76.925823,43.269728,76.930266,43.274612,59.5357086864859,49.3
2025-05-02 00:20:00,"Segment_26",55.3,76.964144,43.200804,76.967292,43.204531,64.8222662587976,55.3
2025-05-02 00:20:00,"Segment_27",57.8,76.948192,43.218678,76.950931,43.220124,72.0086154034361,57.8
2025-05-02 00:20:00,"Segment_28",46.2,77.010763,43.231761,77.012817,43.236264,57.4858121916745,46.2
2025-05-02 00:20:00,"Segment_29",53.3,76.85573,43.235041,76.860212,43.239692,67.8835648018075,53.3
2025-05-02 00:20:00,"Segment_30",53.2,76.94779,43.220891,76.949401,43.224327,59.0803012311831,53.2
2025-05-02 00:20:00,"Segment_31",53.8,76.927876,43.253376,76.930997,43.257491,66.1573808783386,53.8
2025-05-02 00:20:00,"Segment_32",48.7,76.884831,43.20004,76.889547,43.201118,55.0520727141807,48.7
2025-05-02 00:20:00,"Segment_33",49,76.986333,43.261511,76.987565,43.263741,58.3596907291561,49
2025-05-02 00:20:00,"Segment_34",46.1,77.00939,43.261461,77.012334,43.262804,57.57020211739,46.1
2025-05-02 00:20:00,"Segment_35",60.9,76.97212,43.204845,76.973634,43.208908,70.4242234790465,60.9
2025-05-02 00:20:00,"Segment_36",59.7,76.929961,43.23327,76.934451,43.23533,75.18596260719,59.7
2025-05-02 00:20:00,"Segment_37",50,76.86236,43.22962,76.86628,43.232777,62.2756834467873,50
2025-05-02 00:20:00,"Segment_38",42.9,76.882343,43.214081,76.885943,43.219062,49.9123086291226,42.9
2025-05-02 00:20:00,"Segment_39",52.2,76.923515,43.230667,76.925414,43.232151,59.9694233237766,52.2
2025-05-02 00:20:00,"Segment_40",54.5,76.937662,43.223666,76.939543,43.225586,66.8788911725395,54.5
2025-05-02 00:30:00,"Segment_1",48.8,76.825002,43.24476,76.826895,43.24686,61.6498954024911,48.8
2025-05-02 00:30:00,"Segment_2",56.1,76.95534,43.251553,76.956688,43.256122,67.9711572114844,56.1
2025-05-02 00:30:00,"Segment_3",53.6,76.825959,43.229535,76.82898,43.23141,62.7379638115689,53.6
2025-05-02 00:30:00,"Segment_4",46.4,76.859768,43.201858,76.862948,43.205458,52.157606928125,46.4
2025-05-02 00:30:00,"Segment_5",52.8,76.937853,43.215431,76.938879,43.219669,58.2704511263967,52.8
2025-05-02 00:30:00,"Segment_6",59.8,76.959628,43.256407,76.96125,43.258768,68.9117595287506,59.8
2025-05-02 00:30:00,"Segment_7",52.3,76.887319,43.267005,76.888706,43.268376,65.8647862228286,52.3
2025-05-02 00:30:00,"Segment_8",43.2,76.940745,43.259325,76.944664,43.263554,55.3703714042902,43.2
2025-05-02 00:30:00,"Segment_9",48.4,77.014623,43.237536,77.017831,43.24005,57.0282130246423,48.4
2025-05-02 00:30:00,"Segment_10",53.5,76.943704,43.258058,76.947013,43.262505,60.8278092830908,53.5
2025-05-02 00:30:00,"Segment_11",52.5,76.829165,43.24932,76.831323,43.251232,63.1069450549549,52.5
2025-05-02 00:30:00,"Segment_12",49.9,76.866558,43.205585,76.86867,43.206989,56.5659925225796,49.9
2025-05-02 00:30:00,"Segment_13",49.9,76.892966,43.244498,76.894804,43.246979,64.3402769687865,49.9
2025-05-02 00:30:00,"Segment_14",49.9,77.007331,43.218688,77.010768,43.22228,55.2786657408671,49.9
2025-05-02 00:30:00,"Segment_15",59,76.965825,43.21198,76.968343,43.213634,69.9841837075539,59
2025-05-02 00:30:00,"Segment_16",45.9,76.948,43.269267,76.951738,43.272495,58.9567298185732,45.9
2025-05-02 00:30:00,"Segment_17",52.2,76.9752,43.259,76.976328,43.260916,63.6148762710951,52.2
2025-05-02 00:30:00,"Segment_18",48.3,76.873548,43.222082,76.87832,43.223926,57.1063837789278,48.3
2025-05-02 00:30:00,"Segment_19",52.2,76.882936,43.261346,76.885519,43.264968,63.2603751874901,52.2
2025-05-02 00:30:00,"Segment_20",54.9,76.91177,43.264018,76.913757,43.266078,64.0011423825659,54.9
2025-05-02 00:30:00,"Segment_21",59.9,76.872548,43.239296,76.877139,43.242634,77.1234179809038,59.9
2025-05-02 00:30:00,"Segment_22",58.4,76.863864,43.227958,76.866902,43.232948,69.8352097348869,58.4
2025-05-02 00:30:00,"Segment_23",59.5,76.829423,43.206364,76.832933,43.207803,69.952504441794,59.5
2025-05-02 00:30:00,"Segment_24",55.8,76.904432,43.255446,76.906958,43.2567,66.0063378118537,55.8
2025-05-02 00:30:00,"Segment_25",57.9,76.925823,43.269728,76.930266,43.274612,66.1371380218305,57.9
2025-05-02 00:30:00,"Segment_26",60.9,76.964144,43.200804,76.967292,43.204531,70.8626037649065,60.9
2025-05-02 00:30:00,"Segment_27",49.7,76.948192,43.218678,76.950931,43.220124,56.9532790663373,49.7
2025-05-02 00:30:00,"Segment_28",50.1,77.010763,43.231761,77.012817,43.236264,58.510179469306,50.1
2025-05-02 00:30:00,"Segment_29",56.7,76.85573,43.235041,76.860212,43.239692,62.573944310965,56.7
2025-05-02 00:30:00,"Segment_30",52.1,76.94779,43.220891,76.949401,43.224327,64.2110347794415,52.1
2025-05-02 00:30:00,"Segment_31",44,76.927876,43.253376,76.930997,43.257491,48.6711820842698,44
2025-05-02 00:30:00,"Segment_32",47.3,76.884831,43.20004,76.889547,43.201118,55.155166808404,47.3
2025-05-02 00:30:00,"Segment_33",49.5,76.986333,43.261511,76.987565,43.263741,63.3950808458962,49.5
2025-05-02 00:30:00,"Segment_34",50.4,77.00939,43.261461,77.012334,43.262804,61.7215240430832,50.4
2025-05-02 00:30:00,"Segment_35",51.2,76.97212,43.204845,76.973634,43.208908,61.2220205545425,51.2
2025-05-02 00:30:00,"Segment_36",51.5,76.929961,43.23327,76.934451,43.23533,64.1186357890489,51.5
2025-05-02 00:30:00,"Segment_37",48.3,76.86236,43.22962,76.86628,43.232777,58.2534176269686,48.3
2025-05-02 00:30:00,"Segment_38",55.4,76.882343,43.214081,76.885943,43.219062,64.20894697221,55.4
2025-05-02 00:30:00,"Segment_39",55.7,76.923515,43.230667,76.925414,43.232151,67.8557168581477,55.7
2025-05-02 00:30:00,"Segment_40",60.5,76.937662,43.223666,76.939543,43.225586,68.4163250371581,60.5
2025-05-02 00:40:00,"Segment_1",45.8,76.825002,43.24476,76.826895,43.24686,58.4944437838066,45.8
2025-05-02 00:40:00,"Segment_2",52.8,76.95534,43.251553,76.956688,43.256122,58.2163522352278,52.8
2025-05-02 00:40:00,"Segment_3",62.3,76.825959,43.229535,76.82898,43.23141,73.4013016086491,62.3
2025-05-02 00:40:00,"Segment_4",53.8,76.859768,43.201858,76.862948,43.205458,61.3498973577656,53.8
2025-05-02 00:40:00,"Segment_5",54.2,76.937853,43.215431,76.938879,43.219669,64.3111390882358,54.2
2025-05-02 00:40:00,"Segment_6",45.5,76.959628,43.256407,76.96125,43.258768,50.0504492531531,45.5
2025-05-02 00:40:00,"Segment_7",46.8,76.887319,43.267005,76.888706,43.268376,59.2010498706065,46.8
2025-05-02 00:40:00,"Segment_8",51.8,76.940745,43.259325,76.944664,43.263554,65.6156504202541,51.8
2025-05-02 00:40:00,"Segment_9",47.7,77.014623,43.237536,77.017831,43.24005,60.7677489565266,47.7
2025-05-02 00:40:00,"Segment_10",48.3,76.943704,43.258058,76.947013,43.262505,55.8382714640955,48.3
2025-05-02 00:40:00,"Segment_11",49.6,76.829165,43.24932,76.831323,43.251232,62.8540568074584,49.6
2025-05-02 00:40:00,"Segment_12",51.6,76.866558,43.205585,76.86867,43.206989,65.8411616610177,51.6
2025-05-02 00:40:00,"Segment_13",46.8,76.892966,43.244498,76.894804,43.246979,52.6340314699709,46.8
2025-05-02 00:40:00,"Segment_14",46.7,77.007331,43.218688,77.010768,43.22228,60.6861238772515,46.7
2025-05-02 00:40:00,"Segment_15",44.5,76.965825,43.21198,76.968343,43.213634,54.1021896227729,44.5
2025-05-02 00:40:00,"Segment_16",46.4,76.948,43.269267,76.951738,43.272495,53.6473825857788,46.4
2025-05-02 00:40:00,"Segment_17",55.2,76.9752,43.259,76.976328,43.260916,64.3338659088314,55.2
2025-05-02 00:40:00,"Segment_18",59.6,76.873548,43.222082,76.87832,43.223926,68.0969237180986,59.6
2025-05-02 00:40:00,"Segment_19",44.6,76.882936,43.261346,76.885519,43.264968,51.9649135601707,44.6
2025-05-02 00:40:00,"Segment_20",45.7,76.91177,43.264018,76.913757,43.266078,55.9877177858912,45.7
2025-05-02 00:40:00,"Segment_21",58.5,76.872548,43.239296,76.877139,43.242634,71.5150676241377,58.5
2025-05-02 00:40:00,"Segment_22",57.6,76.863864,43.227958,76.866902,43.232948,70.0055772310495,57.6
2025-05-02 00:40:00,"Segment_23",57.3,76.829423,43.206364,76.832933,43.207803,73.7890218803845,57.3
2025-05-02 00:40:00,"Segment_24",56.2,76.904432,43.255446,76.906958,43.2567,67.5487632710673,56.2
2025-05-02 00:40:00,"Segment_25",41.8,76.925823,43.269728,76.930266,43.274612,46.3384041722584,41.8
2025-05-02 00:40:00,"Segment_26",48.6,76.964144,43.200804,76.967292,43.204531,61.5508015299775,48.6
2025-05-02 00:40:00,"Segment_27",50.6,76.948192,43.218678,76.950931,43.220124,57.6923704318982,50.6
2025-05-02 00:40:00,"Segment_28",58.2,77.010763,43.231761,77.012817,43.236264,73.341054124916,58.2
2025-05-02 00:40:00,"Segment_29",48.6,76.85573,43.235041,76.860212,43.239692,58.2199557184149,48.6
2025-05-02 00:40:00,"Segment_30",52.4,76.94779,43.220891,76.949401,43.224327,62.714251816012,52.4
2025-05-02 00:40:00,"Segment_31",61.9,76.927876,43.253376,76.930997,43.257491,72.4346634738799,61.9
2025-05-02 00:40:00,"Segment_32",41.9,76.884831,43.20004,76.889547,43.201118,48.9522668225039,41.9
2025-05-02 00:40:00,"Segment_33",51.5,76.986333,43.261511,76.987565,43.263741,64.9167399705388,51.5
2025-05-02 00:40:00,"Segment_34",58.3,77.00939,43.261461,77.012334,43.262804,71.0174046017043,58.3
2025-05-02 00:40:00,"Segment_35",51.5,76.97212,43.204845,76.973634,43.208908,60.9871611042647,51.5
2025-05-02 00:40:00,"Segment_36",56.6,76.929961,43.23327,76.934451,43.23533,72.9878592716251,56.6
2025-05-02 00:40:00,"Segment_37",49.3,76.86236,43.22962,76.86628,43.232777,57.3534841772681,49.3
2025-05-02 00:40:00,"Segment_38",58.8,76.882343,43.214081,76.885943,43.219062,64.8388908600993,58.8
2025-05-02 00:40:00,"Segment_39",51.7,76.923515,43.230667,76.925414,43.232151,66.3955592904519,51.7
2025-05-02 00:40:00,"Segment_40",55.2,76.937662,43.223666,76.939543,43.225586,67.0786197840795,55.2
2025-05-02 00:50:00,"Segment_1",50.1,76.825002,43.24476,76.826895,43.24686,63.3711792130396,50.1
2025-05-02 00:50:00,"Segment_2",51,76.95534,43.251553,76.956688,43.256122,58.5663789676968,51
2025-05-02 00:50:00,"Segment_3",61,76.825959,43.229535,76.82898,43.23141,68.990201239381,61
2025-05-02 00:50:00,"Segment_4",51.2,76.859768,43.201858,76.862948,43.205458,59.6725115728378,51.2
2025-05-02 00:50:00,"Segment_5",57.8,76.937853,43.215431,76.938879,43.219669,64.0175280363672,57.8
2025-05-02 00:50:00,"Segment_6",55,76.959628,43.256407,76.96125,43.258768,62.8231797749177,55
2025-05-02 00:50:00,"Segment_7",60.7,76.887319,43.267005,76.888706,43.268376,73.964598492044,60.7
2025-05-02 00:50:00,"Segment_8",52.1,76.940745,43.259325,76.944664,43.263554,58.3884895006241,52.1
2025-05-02 00:50:00,"Segment_9",52.9,77.014623,43.237536,77.017831,43.24005,68.6833852085471,52.9
2025-05-02 00:50:00,"Segment_10",53.8,76.943704,43.258058,76.947013,43.262505,61.3566688890196,53.8
2025-05-02 00:50:00,"Segment_11",52.5,76.829165,43.24932,76.831323,43.251232,61.0218420921592,52.5
2025-05-02 00:50:00,"Segment_12",53.3,76.866558,43.205585,76.86867,43.206989,68.7785386922676,53.3
2025-05-02 00:50:00,"Segment_13",55.7,76.892966,43.244498,76.894804,43.246979,62.1954862561915,55.7
2025-05-02 00:50:00,"Segment_14",53.1,77.007331,43.218688,77.010768,43.22228,59.6932159713982,53.1
2025-05-02 00:50:00,"Segment_15",46,76.965825,43.21198,76.968343,43.213634,51.9022053934634,46
2025-05-02 00:50:00,"Segment_16",54.6,76.948,43.269267,76.951738,43.272495,63.6227575677261,54.6
2025-05-02 00:50:00,"Segment_17",51.2,76.9752,43.259,76.976328,43.260916,57.2657117390633,51.2
2025-05-02 00:50:00,"Segment_18",53.9,76.873548,43.222082,76.87832,43.223926,60.1067697229888,53.9
2025-05-02 00:50:00,"Segment_19",53.3,76.882936,43.261346,76.885519,43.264968,62.5151867945492,53.3
2025-05-02 00:50:00,"Segment_20",49.6,76.91177,43.264018,76.913757,43.266078,62.9188537546247,49.6
2025-05-02 00:50:00,"Segment_21",48.5,76.872548,43.239296,76.877139,43.242634,61.4361079376424,48.5
2025-05-02 00:50:00,"Segment_22",54.9,76.863864,43.227958,76.866902,43.232948,69.8414619756164,54.9
2025-05-02 00:50:00,"Segment_23",56.8,76.829423,43.206364,76.832933,43.207803,69.5450149935857,56.8
2025-05-02 00:50:00,"Segment_24",55.3,76.904432,43.255446,76.906958,43.2567,68.4810071802,55.3
2025-05-02 00:50:00,"Segment_25",43.6,76.925823,43.269728,76.930266,43.274612,55.3491446803883,43.6
2025-05-02 00:50:00,"Segment_26",53.4,76.964144,43.200804,76.967292,43.204531,67.8053362717386,53.4
2025-05-02 00:50:00,"Segment_27",53.5,76.948192,43.218678,76.950931,43.220124,68.2607555164257,53.5
2025-05-02 00:50:00,"Segment_28",52.2,77.010763,43.231761,77.012817,43.236264,57.9937018264364,52.2
2025-05-02 00:50:00,"Segment_29",54.5,76.85573,43.235041,76.860212,43.239692,66.4323446325026,54.5
2025-05-02 00:50:00,"Segment_30",53.3,76.94779,43.220891,76.949401,43.224327,67.8331137376139,53.3
2025-05-02 00:50:00,"Segment_31",45,76.927876,43.253376,76.930997,43.257491,55.2615234896075,45
2025-05-02 00:50:00,"Segment_32",44.1,76.884831,43.20004,76.889547,43.201118,56.6403183949459,44.1
2025-05-02 00:50:00,"Segment_33",55.7,76.986333,43.261511,76.987565,43.263741,63.1154414148768,55.7
2025-05-02 00:50:00,"Segment_34",44.9,77.00939,43.261461,77.012334,43.262804,55.0821683921339,44.9
2025-05-02 00:50:00,"Segment_35",54.5,76.97212,43.204845,76.973634,43.208908,68.0933097433066,54.5
2025-05-02 00:50:00,"Segment_36",59.9,76.929961,43.23327,76.934451,43.23533,76.016102179843,59.9
2025-05-02 00:50:00,"Segment_37",45.3,76.86236,43.22962,76.86628,43.232777,54.6571385557065,45.3
2025-05-02 00:50:00,"Segment_38",45.2,76.882343,43.214081,76.885943,43.219062,51.654414217379,45.2
2025-05-02 00:50:00,"Segment_39",42.8,76.923515,43.230667,76.925414,43.232151,48.958225142993,42.8
2025-05-02 00:50:00,"Segment_40",50.8,76.937662,43.223666,76.939543,43.225586,63.8492215806432,50.8
2025-05-02 01:00:00,"Segment_1",60.1,76.825002,43.24476,76.826895,43.24686,70.5136389144976,60.1
2025-05-02 01:00:00,"Segment_2",51.7,76.95534,43.251553,76.956688,43.256122,57.293692567246,51.7
2025-05-02 01:00:00,"Segment_3",57.9,76.825959,43.229535,76.82898,43.23141,70.4359166642139,57.9
2025-05-02 01:00:00,"Segment_4",58.8,76.859768,43.201858,76.862948,43.205458,70.191096275188,58.8
2025-05-02 01:00:00,"Segment_5",51.4,76.937853,43.215431,76.938879,43.219669,66.7404126895126,51.4
2025-05-02 01:00:00,"Segment_6",43.3,76.959628,43.256407,76.96125,43.258768,51.8767936367961,43.3
2025-05-02 01:00:00,"Segment_7",58.9,76.887319,43.267005,76.888706,43.268376,75.3912186265132,58.9
2025-05-02 01:00:00,"Segment_8",56.3,76.940745,43.259325,76.944664,43.263554,67.2648428488569,56.3
2025-05-02 01:00:00,"Segment_9",47.4,77.014623,43.237536,77.017831,43.24005,53.8443274768163,47.4
2025-05-02 01:00:00,"Segment_10",42.3,76.943704,43.258058,76.947013,43.262505,50.9438238311419,42.3
2025-05-02 01:00:00,"Segment_11",51.5,76.829165,43.24932,76.831323,43.251232,64.3087512600934,51.5
2025-05-02 01:00:00,"Segment_12",56.1,76.866558,43.205585,76.86867,43.206989,67.4542350070272,56.1
2025-05-02 01:00:00,"Segment_13",57.5,76.892966,43.244498,76.894804,43.246979,65.4313458472025,57.5
2025-05-02 01:00:00,"Segment_14",54.1,77.007331,43.218688,77.010768,43.22228,60.1539570950437,54.1
