timestamp,point,speed_kmph
2025-05-02 00:00:00,Point_64,48.0
2025-05-02 00:00:00,Point_65,56.9
2025-05-02 00:00:00,Point_66,55.7
2025-05-02 00:00:00,Point_67,46.3
2025-05-02 00:00:00,Point_68,42.5
2025-05-02 00:00:00,Point_69,44.4
2025-05-02 00:00:00,Point_70,52.7
2025-05-02 00:00:00,Point_71,57.8
2025-05-02 00:00:00,Point_72,56.6
2025-05-02 00:00:00,Point_73,58.2
2025-05-02 00:00:00,Point_74,46.3
2025-05-02 00:00:00,Point_75,57.6
2025-05-02 00:00:00,Point_76,61.5
2025-05-02 00:00:00,Point_77,53.5
2025-05-02 00:00:00,Point_78,56.5
2025-05-02 00:00:00,Point_79,46.3
2025-05-02 00:00:00,Point_80,49.5
2025-05-02 00:10:00,Point_1,54.5
2025-05-02 00:10:00,Point_2,47.1
2025-05-02 00:10:00,Point_3,56.9
2025-05-02 00:10:00,Point_4,44.7
2025-05-02 00:10:00,Point_5,47.0
2025-05-02 00:10:00,Point_6,52.2
2025-05-02 00:10:00,Point_7,52.8
2025-05-02 00:10:00,Point_8,51.9
2025-05-02 00:10:00,Point_9,62.1
2025-05-02 00:10:00,Point_10,59.5
2025-05-02 00:10:00,Point_11,52.7
2025-05-02 00:10:00,Point_12,59.2
2025-05-02 00:10:00,Point_13,55.0
2025-05-02 00:10:00,Point_14,59.3
2025-05-02 00:10:00,Point_15,48.8
2025-05-02 00:10:00,Point_16,59.0
2025-05-02 00:10:00,Point_17,46.6
2025-05-02 00:10:00,Point_18,44.8
2025-05-02 00:10:00,Point_19,47.7
2025-05-02 00:10:00,Point_20,49.0
2025-05-02 00:10:00,Point_21,48.1
2025-05-02 00:10:00,Point_22,52.2
2025-05-02 00:10:00,Point_23,61.2
2025-05-02 00:10:00,Point_24,51.1
2025-05-02 00:10:00,Point_25,46.7
2025-05-02 00:10:00,Point_26,45.4
2025-05-02 00:10:00,Point_27,51.4
2025-05-02 00:10:00,Point_28,49.5
2025-05-02 00:10:00,Point_29,47.2
2025-05-02 00:10:00,Point_30,41.8
2025-05-02 00:10:00,Point_31,40.5
2025-05-02 00:10:00,Point_32,61.7
2025-05-02 00:10:00,Point_33,56.6
2025-05-02 00:10:00,Point_34,62.3
2025-05-02 00:10:00,Point_35,50.5
2025-05-02 00:10:00,Point_36,51.9
2025-05-02 00:10:00,Point_37,54.0
2025-05-02 00:10:00,Point_38,57.2
2025-05-02 00:10:00,Point_39,54.9
2025-05-02 00:10:00,Point_40,55.4
2025-05-02 00:10:00,Point_41,54.5
2025-05-02 00:10:00,Point_42,53.0
2025-05-02 00:10:00,Point_43,56.7
2025-05-02 00:10:00,Point_44,47.0
2025-05-02 00:10:00,Point_45,56.5
2025-05-02 00:10:00,Point_46,44.4
2025-05-02 00:10:00,Point_47,51.4
2025-05-02 00:10:00,Point_48,48.5
2025-05-02 00:10:00,Point_49,53.3
2025-05-02 00:10:00,Point_50,47.4
2025-05-02 00:10:00,Point_51,59.9
2025-05-02 00:10:00,Point_52,47.6
2025-05-02 00:10:00,Point_53,60.8
2025-05-02 00:10:00,Point_54,50.1
2025-05-02 00:10:00,Point_55,59.7
2025-05-02 00:10:00,Point_56,41.8
2025-05-02 00:10:00,Point_57,60.2
2025-05-02 00:10:00,Point_58,61.5
2025-05-02 00:10:00,Point_59,59.9
2025-05-02 00:10:00,Point_60,55.2
2025-05-02 00:10:00,Point_61,60.3
2025-05-02 00:10:00,Point_62,60.3
2025-05-02 00:10:00,Point_63,54.6
2025-05-02 00:10:00,Point_64,43.4
2025-05-02 00:10:00,Point_65,49.6
2025-05-02 00:10:00,Point_66,43.9
2025-05-02 00:10:00,Point_67,49.2
2025-05-02 00:10:00,Point_68,53.0
2025-05-02 00:10:00,Point_69,52.7
2025-05-02 00:10:00,Point_70,52.3
2025-05-02 00:10:00,Point_71,49.4
2025-05-02 00:10:00,Point_72,49.7
2025-05-02 00:10:00,Point_73,50.4
2025-05-02 00:10:00,Point_74,56.7
2025-05-02 00:10:00,Point_75,49.6
2025-05-02 00:10:00,Point_76,47.6
2025-05-02 00:10:00,Point_77,48.2
2025-05-02 00:10:00,Point_78,55.3
2025-05-02 00:10:00,Point_79,51.7
2025-05-02 00:10:00,Point_80,43.3
2025-05-02 00:20:00,Point_1,52.7
2025-05-02 00:20:00,Point_2,48.7
2025-05-02 00:20:00,Point_3,48.6
2025-05-02 00:20:00,Point_4,48.3
2025-05-02 00:20:00,Point_5,43.5
2025-05-02 00:20:00,Point_6,52.8
2025-05-02 00:20:00,Point_7,51.6
2025-05-02 00:20:00,Point_8,51.9
2025-05-02 00:20:00,Point_9,50.9
2025-05-02 00:20:00,Point_10,49.8
2025-05-02 00:20:00,Point_11,49.2
2025-05-02 00:20:00,Point_12,57.9
2025-05-02 00:20:00,Point_13,47.4
2025-05-02 00:20:00,Point_14,50.8
2025-05-02 00:20:00,Point_15,47.1
2025-05-02 00:20:00,Point_16,56.6
2025-05-02 00:20:00,Point_17,45.9
2025-05-02 00:20:00,Point_18,56.2
2025-05-02 00:20:00,Point_19,49.2
2025-05-02 00:20:00,Point_20,41.9
2025-05-02 00:20:00,Point_21,47.4
2025-05-02 00:20:00,Point_22,47.1
2025-05-02 00:20:00,Point_23,51.9
2025-05-02 00:20:00,Point_24,56.4
2025-05-02 00:20:00,Point_25,58.0
2025-05-02 00:20:00,Point_26,57.3
2025-05-02 00:20:00,Point_27,50.9
2025-05-02 00:20:00,Point_28,53.5
2025-05-02 00:20:00,Point_29,50.9
2025-05-02 00:20:00,Point_30,60.4
2025-05-02 00:20:00,Point_31,56.3
2025-05-02 00:20:00,Point_32,50.8
2025-05-02 00:20:00,Point_33,56.3
2025-05-02 00:20:00,Point_34,57.6
2025-05-02 00:20:00,Point_35,56.6
2025-05-02 00:20:00,Point_36,56.2
2025-05-02 00:20:00,Point_37,48.3
2025-05-02 00:20:00,Point_38,59.5
2025-05-02 00:20:00,Point_39,44.9
2025-05-02 00:20:00,Point_40,47.0
2025-05-02 00:20:00,Point_41,58.3
2025-05-02 00:20:00,Point_42,52.1
2025-05-02 00:20:00,Point_43,54.2
2025-05-02 00:20:00,Point_44,59.6
2025-05-02 00:20:00,Point_45,53.6
2025-05-02 00:20:00,Point_46,55.5
2025-05-02 00:20:00,Point_47,43.4
2025-05-02 00:20:00,Point_48,53.3
2025-05-02 00:20:00,Point_49,53.3
2025-05-02 00:20:00,Point_50,47.4
2025-05-02 00:20:00,Point_51,49.0
2025-05-02 00:20:00,Point_52,53.0
2025-05-02 00:20:00,Point_53,47.9
2025-05-02 00:20:00,Point_54,44.3
2025-05-02 00:20:00,Point_55,46.9
2025-05-02 00:20:00,Point_56,51.4
2025-05-02 00:20:00,Point_57,57.4
2025-05-02 00:20:00,Point_58,45.8
2025-05-02 00:20:00,Point_59,55.2
2025-05-02 00:20:00,Point_60,60.6
2025-05-02 00:20:00,Point_61,48.8
2025-05-02 00:20:00,Point_62,44.4
2025-05-02 00:20:00,Point_63,54.1
2025-05-02 00:20:00,Point_64,42.1
2025-05-02 00:20:00,Point_65,53.8
2025-05-02 00:20:00,Point_66,50.2
2025-05-02 00:20:00,Point_67,43.5
2025-05-02 00:20:00,Point_68,44.7
2025-05-02 00:20:00,Point_69,46.2
2025-05-02 00:20:00,Point_70,55.8
2025-05-02 00:20:00,Point_71,53.3
2025-05-02 00:20:00,Point_72,55.2
2025-05-02 00:20:00,Point_73,54.0
2025-05-02 00:20:00,Point_74,46.6
2025-05-02 00:20:00,Point_75,56.2
2025-05-02 00:20:00,Point_76,54.1
2025-05-02 00:20:00,Point_77,50.0
2025-05-02 00:20:00,Point_78,57.9
2025-05-02 00:20:00,Point_79,43.3
2025-05-02 00:20:00,Point_80,53.5
2025-05-02 00:30:00,Point_1,42.4
2025-05-02 00:30:00,Point_2,55.9
2025-05-02 00:30:00,Point_3,53.0
2025-05-02 00:30:00,Point_4,63.6
2025-05-02 00:30:00,Point_5,55.1
2025-05-02 00:30:00,Point_6,52.6
2025-05-02 00:30:00,Point_7,43.7
2025-05-02 00:30:00,Point_8,54.7
2025-05-02 00:30:00,Point_9,62.3
2025-05-02 00:30:00,Point_10,44.6
2025-05-02 00:30:00,Point_11,41.1
2025-05-02 00:30:00,Point_12,54.7
2025-05-02 00:30:00,Point_13,55.5
2025-05-02 00:30:00,Point_14,41.7
2025-05-02 00:30:00,Point_15,56.9
2025-05-02 00:30:00,Point_16,48.9
2025-05-02 00:30:00,Point_17,58.4
2025-05-02 00:30:00,Point_18,45.4
2025-05-02 00:30:00,Point_19,47.6
2025-05-02 00:30:00,Point_20,54.1
2025-05-02 00:30:00,Point_21,51.3
2025-05-02 00:30:00,Point_22,53.8
2025-05-02 00:30:00,Point_23,55.5
2025-05-02 00:30:00,Point_24,52.0
2025-05-02 00:30:00,Point_25,55.2
2025-05-02 00:30:00,Point_26,47.3
2025-05-02 00:30:00,Point_27,47.0
2025-05-02 00:30:00,Point_28,49.3
2025-05-02 00:30:00,Point_29,59.8
2025-05-02 00:30:00,Point_30,54.4
2025-05-02 00:30:00,Point_31,62.0
2025-05-02 00:30:00,Point_32,47.8
2025-05-02 00:30:00,Point_33,42.5
2025-05-02 00:30:00,Point_34,53.3
2025-05-02 00:30:00,Point_35,46.8
2025-05-02 00:30:00,Point_36,52.9
2025-05-02 00:30:00,Point_37,60.5
2025-05-02 00:30:00,Point_38,54.5
2025-05-02 00:30:00,Point_39,48.6
2025-05-02 00:30:00,Point_40,62.7
2025-05-02 00:30:00,Point_41,55.0
2025-05-02 00:30:00,Point_42,57.2
2025-05-02 00:30:00,Point_43,48.6
2025-05-02 00:30:00,Point_44,57.3
2025-05-02 00:30:00,Point_45,47.3
2025-05-02 00:30:00,Point_46,56.8
2025-05-02 00:30:00,Point_47,61.2
2025-05-02 00:30:00,Point_48,55.9
2025-05-02 00:30:00,Point_49,43.2
2025-05-02 00:30:00,Point_50,54.0
2025-05-02 00:30:00,Point_51,47.5
2025-05-02 00:30:00,Point_52,53.9
2025-05-02 00:30:00,Point_53,57.3
2025-05-02 00:30:00,Point_54,59.2
2025-05-02 00:30:00,Point_55,58.6
2025-05-02 00:30:00,Point_56,50.4
2025-05-02 00:30:00,Point_57,59.3
2025-05-02 00:30:00,Point_58,51.5
2025-05-02 00:30:00,Point_59,44.3
2025-05-02 00:30:00,Point_60,55.0
2025-05-02 00:30:00,Point_61,54.6
2025-05-02 00:30:00,Point_62,60.3
2025-05-02 00:30:00,Point_63,45.7
2025-05-02 00:30:00,Point_64,50.0
2025-05-02 00:30:00,Point_65,62.6
2025-05-02 00:30:00,Point_66,63.9
2025-05-02 00:30:00,Point_67,51.2
2025-05-02 00:30:00,Point_68,57.5
2025-05-02 00:30:00,Point_69,56.0
2025-05-02 00:30:00,Point_70,49.8
2025-05-02 00:30:00,Point_71,61.9
2025-05-02 00:30:00,Point_72,54.7
2025-05-02 00:30:00,Point_73,53.7
2025-05-02 00:30:00,Point_74,53.9
2025-05-02 00:30:00,Point_75,60.6
2025-05-02 00:30:00,Point_76,62.4
2025-05-02 00:30:00,Point_77,54.0
2025-05-02 00:30:00,Point_78,51.4
2025-05-02 00:30:00,Point_79,53.4
2025-05-02 00:30:00,Point_80,51.4
2025-05-02 00:40:00,Point_1,46.6
2025-05-02 00:40:00,Point_2,64.5
2025-05-02 00:40:00,Point_3,57.2
2025-05-02 00:40:00,Point_4,49.9
2025-05-02 00:40:00,Point_5,54.6
2025-05-02 00:40:00,Point_6,52.3
2025-05-02 00:40:00,Point_7,54.5
2025-05-02 00:40:00,Point_8,52.1
2025-05-02 00:40:00,Point_9,45.9
2025-05-02 00:40:00,Point_10,53.8
2025-05-02 00:40:00,Point_11,49.1
2025-05-02 00:40:00,Point_12,43.9
2025-05-02 00:40:00,Point_13,49.6
2025-05-02 00:40:00,Point_14,56.3
2025-05-02 00:40:00,Point_15,58.8
2025-05-02 00:40:00,Point_16,62.1
2025-05-02 00:40:00,Point_17,41.3
2025-05-02 00:40:00,Point_18,58.2
2025-05-02 00:40:00,Point_19,47.8
2025-05-02 00:40:00,Point_20,57.0
2025-05-02 00:40:00,Point_21,62.4
2025-05-02 00:40:00,Point_22,57.8
2025-05-02 00:40:00,Point_23,44.9
2025-05-02 00:40:00,Point_24,41.8
2025-05-02 00:40:00,Point_25,51.7
2025-05-02 00:40:00,Point_26,53.6
2025-05-02 00:40:00,Point_27,46.1
2025-05-02 00:40:00,Point_28,47.5
2025-05-02 00:40:00,Point_29,41.7
2025-05-02 00:40:00,Point_30,56.8
2025-05-02 00:40:00,Point_31,50.8
2025-05-02 00:40:00,Point_32,49.0
2025-05-02 00:40:00,Point_33,49.1
2025-05-02 00:40:00,Point_34,57.3
2025-05-02 00:40:00,Point_35,52.3
2025-05-02 00:40:00,Point_36,45.7
2025-05-02 00:40:00,Point_37,40.5
2025-05-02 00:40:00,Point_38,55.1
2025-05-02 00:40:00,Point_39,50.5
2025-05-02 00:40:00,Point_40,48.3
2025-05-02 00:40:00,Point_41,54.4
2025-05-02 00:40:00,Point_42,61.7
2025-05-02 00:40:00,Point_43,44.3
2025-05-02 00:40:00,Point_44,49.6
2025-05-02 00:40:00,Point_45,46.1
2025-05-02 00:40:00,Point_46,60.0
2025-05-02 00:40:00,Point_47,48.3
2025-05-02 00:40:00,Point_48,57.0
2025-05-02 00:40:00,Point_49,60.4
2025-05-02 00:40:00,Point_50,56.1
2025-05-02 00:40:00,Point_51,54.7
2025-05-02 00:40:00,Point_52,57.5
2025-05-02 00:40:00,Point_53,46.7
2025-05-02 00:40:00,Point_54,53.5
2025-05-02 00:40:00,Point_55,59.9
2025-05-02 00:40:00,Point_56,49.0
2025-05-02 00:40:00,Point_57,54.7
2025-05-02 00:40:00,Point_58,54.6
2025-05-02 00:40:00,Point_59,51.5
2025-05-02 00:40:00,Point_60,52.9
2025-05-02 00:40:00,Point_61,54.8
2025-05-02 00:40:00,Point_62,49.7
2025-05-02 00:40:00,Point_63,45.9
2025-05-02 00:40:00,Point_64,52.1
2025-05-02 00:40:00,Point_65,50.4
2025-05-02 00:40:00,Point_66,51.8
2025-05-02 00:40:00,Point_67,48.7
2025-05-02 00:40:00,Point_68,58.8
2025-05-02 00:40:00,Point_69,54.4
2025-05-02 00:40:00,Point_70,57.7
2025-05-02 00:40:00,Point_71,42.4
2025-05-02 00:40:00,Point_72,57.0
2025-05-02 00:40:00,Point_73,53.2
2025-05-02 00:40:00,Point_74,63.0
2025-05-02 00:40:00,Point_75,49.5
2025-05-02 00:40:00,Point_76,40.4
2025-05-02 00:40:00,Point_77,56.6
2025-05-02 00:40:00,Point_78,47.1
2025-05-02 00:40:00,Point_79,59.3
2025-05-02 00:40:00,Point_80,46.5
2025-05-02 00:50:00,Point_1,43.4
2025-05-02 00:50:00,Point_2,54.6
2025-05-02 00:50:00,Point_3,59.8
2025-05-02 00:50:00,Point_4,49.6
2025-05-02 00:50:00,Point_5,55.1
2025-05-02 00:50:00,Point_6,60.5
2025-05-02 00:50:00,Point_7,57.3
2025-05-02 00:50:00,Point_8,52.7
2025-05-02 00:50:00,Point_9,49.8
2025-05-02 00:50:00,Point_10,50.6
2025-05-02 00:50:00,Point_11,61.9
2025-05-02 00:50:00,Point_12,46.5
2025-05-02 00:50:00,Point_13,44.1
2025-05-02 00:50:00,Point_14,49.5
2025-05-02 00:50:00,Point_15,51.9
2025-05-02 00:50:00,Point_16,56.2
2025-05-02 00:50:00,Point_17,50.0
2025-05-02 00:50:00,Point_18,51.8
2025-05-02 00:50:00,Point_19,53.3
2025-05-02 00:50:00,Point_20,46.5
2025-05-02 00:50:00,Point_21,51.0
2025-05-02 00:50:00,Point_22,55.9
2025-05-02 00:50:00,Point_23,48.5
2025-05-02 00:50:00,Point_24,46.0
2025-05-02 00:50:00,Point_25,47.7
2025-05-02 00:50:00,Point_26,54.6
2025-05-02 00:50:00,Point_27,53.3
2025-05-02 00:50:00,Point_28,51.1
2025-05-02 00:50:00,Point_29,54.9
2025-05-02 00:50:00,Point_30,52.0
2025-05-02 00:50:00,Point_31,50.9
2025-05-02 00:50:00,Point_32,44.4
2025-05-02 00:50:00,Point_33,54.8
2025-05-02 00:50:00,Point_34,47.7
2025-05-02 00:50:00,Point_35,59.8
2025-05-02 00:50:00,Point_36,54.3
2025-05-02 00:50:00,Point_37,48.5
2025-05-02 00:50:00,Point_38,52.5
2025-05-02 00:50:00,Point_39,54.6
2025-05-02 00:50:00,Point_40,52.8
2025-05-02 00:50:00,Point_41,41.7
2025-05-02 00:50:00,Point_42,50.5
2025-05-02 00:50:00,Point_43,61.2
2025-05-02 00:50:00,Point_44,50.3
2025-05-02 00:50:00,Point_45,51.9
2025-05-02 00:50:00,Point_46,59.6
2025-05-02 00:50:00,Point_47,49.3
2025-05-02 00:50:00,Point_48,52.6
2025-05-02 00:50:00,Point_49,56.9
2025-05-02 00:50:00,Point_50,52.3
2025-05-02 00:50:00,Point_51,55.2
2025-05-02 00:50:00,Point_52,45.8
2025-05-02 00:50:00,Point_53,46.9
2025-05-02 00:50:00,Point_54,46.7
2025-05-02 00:50:00,Point_55,45.2
2025-05-02 00:50:00,Point_56,57.0
2025-05-02 00:50:00,Point_57,58.3
2025-05-02 00:50:00,Point_58,46.5
2025-05-02 00:50:00,Point_59,59.6
2025-05-02 00:50:00,Point_60,55.1
2025-05-02 00:50:00,Point_61,50.6
2025-05-02 00:50:00,Point_62,44.2
2025-05-02 00:50:00,Point_63,42.0
2025-05-02 00:50:00,Point_64,47.6
2025-05-02 00:50:00,Point_65,40.9
2025-05-02 00:50:00,Point_66,49.2
2025-05-02 00:50:00,Point_67,51.0
2025-05-02 00:50:00,Point_68,58.8
2025-05-02 00:50:00,Point_69,54.4
2025-05-02 00:50:00,Point_70,62.3
2025-05-02 00:50:00,Point_71,56.6
2025-05-02 00:50:00,Point_72,63.2
2025-05-02 00:50:00,Point_73,53.5
2025-05-02 00:50:00,Point_74,54.7
2025-05-02 00:50:00,Point_75,58.2
2025-05-02 00:50:00,Point_76,51.1
2025-05-02 00:50:00,Point_77,57.5
2025-05-02 00:50:00,Point_78,50.8
2025-05-02 00:50:00,Point_79,52.1
2025-05-02 00:50:00,Point_80,55.7
2025-05-02 01:00:00,Point_1,44.5
2025-05-02 01:00:00,Point_2,59.6
2025-05-02 01:00:00,Point_3,55.8
2025-05-02 01:00:00,Point_4,59.4
2025-05-02 01:00:00,Point_5,50.3
2025-05-02 01:00:00,Point_6,48.3
2025-05-02 01:00:00,Point_7,48.0
2025-05-02 01:00:00,Point_8,55.5
2025-05-02 01:00:00,Point_9,61.8
2025-05-02 01:00:00,Point_10,47.8
2025-05-02 01:00:00,Point_11,57.9
2025-05-02 01:00:00,Point_12,56.3
2025-05-02 01:00:00,Point_13,52.0
2025-05-02 01:00:00,Point_14,46.9
2025-05-02 01:00:00,Point_15,52.9
2025-05-02 01:00:00,Point_16,58.1
2025-05-02 01:00:00,Point_17,59.6
2025-05-02 01:00:00,Point_18,54.2
2025-05-02 01:00:00,Point_19,53.0
2025-05-02 01:00:00,Point_20,44.6
2025-05-02 01:00:00,Point_21,54.6
2025-05-02 01:00:00,Point_22,58.7
2025-05-02 01:00:00,Point_23,51.2
2025-05-02 01:00:00,Point_24,54.8
2025-05-02 01:00:00,Point_25,52.7
2025-05-02 01:00:00,Point_26,55.2
2025-05-02 01:00:00,Point_27,51.9
2025-05-02 01:00:00,Point_28,47.7
2025-05-02 01:00:00,Point_29,51.6
2025-05-02 01:00:00,Point_30,45.9
2025-05-02 01:00:00,Point_31,58.2
2025-05-02 01:00:00,Point_32,60.3
2025-05-02 01:00:00,Point_33,48.7
2025-05-02 01:00:00,Point_34,46.4
2025-05-02 01:00:00,Point_35,45.3
2025-05-02 01:00:00,Point_36,58.9
2025-05-02 01:00:00,Point_37,55.2
2025-05-02 01:00:00,Point_38,57.3
2025-05-02 01:00:00,Point_39,55.9
2025-05-02 01:00:00,Point_40,51.4
2025-05-02 01:00:00,Point_41,49.6
2025-05-02 01:00:00,Point_42,60.7
2025-05-02 01:00:00,Point_43,64.0
2025-05-02 01:00:00,Point_44,58.3
2025-05-02 01:00:00,Point_45,51.7
2025-05-02 01:00:00,Point_46,58.8
2025-05-02 01:00:00,Point_47,46.6
2025-05-02 01:00:00,Point_48,52.6
2025-05-02 01:00:00,Point_49,49.0
2025-05-02 01:00:00,Point_50,63.5
2025-05-02 01:00:00,Point_51,58.3
2025-05-02 01:00:00,Point_52,46.9
2025-05-02 01:00:00,Point_53,46.9
2025-05-02 01:00:00,Point_54,46.2
2025-05-02 01:00:00,Point_55,47.0
2025-05-02 01:00:00,Point_56,57.0
2025-05-02 01:00:00,Point_57,54.1
2025-05-02 01:00:00,Point_58,55.0
2025-05-02 01:00:00,Point_59,55.9
2025-05-02 01:00:00,Point_60,46.7
2025-05-02 01:00:00,Point_61,53.3
2025-05-02 01:00:00,Point_62,41.6
2025-05-02 01:00:00,Point_63,53.1
2025-05-02 01:00:00,Point_64,46.6
2025-05-02 01:00:00,Point_65,53.1
2025-05-02 01:00:00,Point_66,56.7
2025-05-02 01:00:00,Point_67,45.9
2025-05-02 01:00:00,Point_68,53.1
2025-05-02 01:00:00,Point_69,50.3
2025-05-02 01:00:00,Point_70,49.2
2025-05-02 01:00:00,Point_71,53.0
2025-05-02 01:00:00,Point_72,59.4
2025-05-02 01:00:00,Point_73,46.4
2025-05-02 01:00:00,Point_74,46.0
2025-05-02 01:00:00,Point_75,45.2
2025-05-02 01:00:00,Point_76,46.0
2025-05-02 01:00:00,Point_77,56.4
2025-05-02 01:00:00,Point_78,51.2
2025-05-02 01:00:00,Point_79,48.5
2025-05-02 01:00:00,Point_80,60.8
2025-05-02 01:10:00,Point_1,55.4
2025-05-02 01:10:00,Point_2,57.9
2025-05-02 01:10:00,Point_3,46.0
2025-05-02 01:10:00,Point_4,54.2
2025-05-02 01:10:00,Point_5,43.8
2025-05-02 01:10:00,Point_6,51.7
2025-05-02 01:10:00,Point_7,60.6
2025-05-02 01:10:00,Point_8,49.5
2025-05-02 01:10:00,Point_9,49.1
2025-05-02 01:10:00,Point_10,52.2
2025-05-02 01:10:00,Point_11,58.1
2025-05-02 01:10:00,Point_12,60.9
2025-05-02 01:10:00,Point_13,60.7
2025-05-02 01:10:00,Point_14,51.6
2025-05-02 01:10:00,Point_15,42.1
2025-05-02 01:10:00,Point_16,48.8
2025-05-02 01:10:00,Point_17,60.7
2025-05-02 01:10:00,Point_18,57.3
2025-05-02 01:10:00,Point_19,43.0
2025-05-02 01:10:00,Point_20,42.5
2025-05-02 01:10:00,Point_21,53.7
2025-05-02 01:10:00,Point_22,61.4
2025-05-02 01:10:00,Point_23,46.1
2025-05-02 01:10:00,Point_24,58.1
2025-05-02 01:10:00,Point_25,44.5
2025-05-02 01:10:00,Point_26,59.3
2025-05-02 01:10:00,Point_27,46.8
2025-05-02 01:10:00,Point_28,45.2
2025-05-02 01:10:00,Point_29,52.5
2025-05-02 01:10:00,Point_30,54.9
2025-05-02 01:10:00,Point_31,50.5
2025-05-02 01:10:00,Point_32,43.2
2025-05-02 01:10:00,Point_33,57.9
2025-05-02 01:10:00,Point_34,54.6
2025-05-02 01:10:00,Point_35,53.9
2025-05-02 01:10:00,Point_36,49.7
2025-05-02 01:10:00,Point_37,60.9
2025-05-02 01:10:00,Point_38,55.1
2025-05-02 01:10:00,Point_39,56.1
2025-05-02 01:10:00,Point_40,57.7
2025-05-02 01:10:00,Point_41,50.8
2025-05-02 01:10:00,Point_42,49.2
2025-05-02 01:10:00,Point_43,51.9
2025-05-02 01:10:00,Point_44,63.1
2025-05-02 01:10:00,Point_45,48.7
2025-05-02 01:10:00,Point_46,46.7
2025-05-02 01:10:00,Point_47,55.8
2025-05-02 01:10:00,Point_48,49.2
2025-05-02 01:10:00,Point_49,47.5
2025-05-02 01:10:00,Point_50,44.3
2025-05-02 01:10:00,Point_51,47.5
2025-05-02 01:10:00,Point_52,53.4
2025-05-02 01:10:00,Point_53,56.2
2025-05-02 01:10:00,Point_54,60.7
2025-05-02 01:10:00,Point_55,49.7
2025-05-02 01:10:00,Point_56,58.5
2025-05-02 01:10:00,Point_57,48.3
2025-05-02 01:10:00,Point_58,56.4
2025-05-02 01:10:00,Point_59,51.4
2025-05-02 01:10:00,Point_60,53.2
2025-05-02 01:10:00,Point_61,53.3
2025-05-02 01:10:00,Point_62,60.5
2025-05-02 01:10:00,Point_63,51.8
2025-05-02 01:10:00,Point_64,52.6
2025-05-02 01:10:00,Point_65,55.2
2025-05-02 01:10:00,Point_66,62.0
2025-05-02 01:10:00,Point_67,51.0
2025-05-02 01:10:00,Point_68,45.3
2025-05-02 01:10:00,Point_69,51.8
2025-05-02 01:10:00,Point_70,48.3
2025-05-02 01:10:00,Point_71,49.0
2025-05-02 01:10:00,Point_72,47.6
2025-05-02 01:10:00,Point_73,53.5
2025-05-02 01:10:00,Point_74,52.0
2025-05-02 01:10:00,Point_75,58.2
